IRI,Similarity
http://emmo.info/emmo#EMMO_96f39f77_44dc_491b_8fa7_30d887fe0890,0.5672
https://gpo.ontology.link/GPO_ee8c37fd_9f2c_4047_b25d_4149894bd7c0,0.5594
http://emmo.info/emmo#EMMO_4f226cf3_6d02_4d35_8566_a9e641bc6ff3,0.5592
http://emmo.info/emmo#EMMO_f1a51559_aa3d_43a0_9327_918039f0dfed,0.5413
http://emmo.info/emmo#EMMO_35c29eb6_f57e_48d8_85af_854f9e926e77,0.5256
http://emmo.info/emmo#EMMO_4d2ca841_6cb1_4710_a756_5b989746bca2,0.5247
https://gpo.ontology.link/GPO_aa602472_ba16_4375_b8b3_868f84324ec7,0.5243
http://emmo.info/emmo#EMMO_0f6f0120_c079_4d95_bb11_4ddee05e530e,0.5170
http://emmo.info/emmo#EMMO_43e9a05d_98af_41b4_92f6_00f79a09bfce,0.5146
https://gpo.ontology.link/GPO_2680e8c9_b5d0_4d50_9a33_52e4270669d8,0.5026
http://emmo.info/emmo#EMMO_2a888cdf_ec4a_4ec5_af1c_0343372fc978,0.4987
http://emmo.info/emmo#EMMO_314d0bd5_67ed_437e_a609_36d46147cea7,0.4831
http://emmo.info/emmo#EMMO_9bbab0be_f9cc_4f46_9f46_0fd271911b79,0.4774
http://emmo.info/emmo#EMMO_668fbd5b_6f1b_405c_9c6b_d6067bd0595a,0.4768
http://emmo.info/emmo#EMMO_31ec09ba_1713_42cb_83c7_b38bf6f9ced2,0.4744
http://emmo.info/emmo#EMMO_e46f3f24_c2ec_4552_8dd4_cfc5c0a89c09,0.4736
http://emmo.info/emmo#EMMO_88470739_03d3_4c47_a03e_b30a1288d50c,0.4733
http://emmo.info/emmo#EMMO_53e5b1e1_6026_4ddc_8a4a_3aaaa5fdbdb7,0.4701
http://emmo.info/emmo#EMMO_705f27ae_954c_4f13_98aa_18473fc52b25,0.4698
http://emmo.info/emmo#EMMO_17e27c22_37e1_468c_9dd7_95e137f73e7f,0.4684
http://emmo.info/emmo#EMMO_a80dc6f5_b1aa_41a7_a3a8_cd5040da2162,0.4682
http://emmo.info/emmo#EMMO_873b0ab3_88e6_4054_b901_5531e01f14a4,0.4680
http://emmo.info/emmo#EMMO_67fc0a36_8dcb_4ffa_9a43_31074efa3296,0.4662
http://emmo.info/emmo#EMMO_080052a1_f295_44be_a60f_1326ce13f1ba,0.4653
http://emmo.info/emmo#EMMO_d64920b5_acd0_4e29_893e_ae03b3d7cdaf,0.4650
http://emmo.info/emmo#EMMO_0a88be81_343d_4388_92c1_09228ff95ada,0.4646
http://emmo.info/emmo#EMMO_82fc8506_1f84_4add_9683_abea077bd1e3,0.4630
http://emmo.info/emmo#EMMO_8a70dea4_d6ab_4260_b931_a3e990982416,0.4625
http://emmo.info/emmo#EMMO_4091d5ec_a4df_42b9_a073_9a090839279f,0.4624
https://gpo.ontology.link/GPO_01cd2578_8730_4ac9_a555_9112728ea939,0.4587
http://emmo.info/emmo#EMMO_33b67e69_3645_4c73_b100_5ea6759221b4,0.4563
http://emmo.info/emmo#EMMO_17b031fb_4695_49b6_bb69_189ec63df3ee,0.4542
http://emmo.info/emmo#EMMO_b9695e87_8261_412e_83cd_a86459426a28,0.4467
http://emmo.info/emmo#EMMO_88fc5d1b_d3ab_4626_b24c_915ebe7400ca,0.4462
http://emmo.info/emmo#EMMO_c74da218_9147_4f03_92d1_8894abca55f3,0.4462
http://emmo.info/emmo#EMMO_649bf97b_4397_4005_90d9_219755d92e34,0.4457
http://emmo.info/emmo#EMMO_d4f7d378_5e3b_468a_baa1_a7e98358cda7,0.4398
http://emmo.info/emmo#EMMO_8ef3cd6d_ae58_4a8d_9fc0_ad8f49015cd0,0.4385
http://emmo.info/emmo#EMMO_89a0c87c_0804_4013_937a_6fe234d9499c,0.4377
http://emmo.info/emmo#EMMO_65a007dc_2550_46b0_b394_3346c67fbb69,0.4365
http://emmo.info/emmo#EMMO_b432d2d5_25f4_4165_99c5_5935a7763c1a,0.4354
http://emmo.info/emmo#EMMO_12d4ba9b_2f89_4ea3_b206_cd376f96c875,0.4315
http://emmo.info/emmo#EMMO_92b2fb85_2143_4bc7_bbca_df3e6944bfc1,0.4288
http://emmo.info/emmo#EMMO_e04884d9_eda6_487e_93d5_7722d7eda96b,0.4287
http://emmo.info/emmo#EMMO_b20be325_8bfd_4237_bee7_201ab0fd9c75,0.4278
http://emmo.info/emmo#EMMO_3ee80521_3c23_4dd1_935d_9d522614a3e2,0.4267
http://emmo.info/emmo#EMMO_66d01570_36dd_42fd_844d_29b81b029cd5,0.4266
http://emmo.info/emmo#EMMO_da1dd4a7_c611_4ad4_bef6_7646f28aa598,0.4264
http://emmo.info/emmo#EMMO_ae2d1a96_bfa1_409a_a7d2_03d69e8a125a,0.4258
http://emmo.info/emmo#EMMO_0e030040_98a7_49b2_a871_dced1f3a6131,0.4256
http://emmo.info/emmo#EMMO_d8aa8e1f_b650_416d_88a0_5118de945456,0.4252
http://emmo.info/emmo#EMMO_09663630_1b84_4202_91e6_e641104f579e,0.4249
http://emmo.info/emmo#EMMO_b71e4ba5_8f73_4199_8c96_7ea7f94d9e2a,0.4223
http://emmo.info/emmo#EMMO_4bc29b0f_8fcc_4026_a291_f9774a66d9b8,0.4210
http://emmo.info/emmo#EMMO_f2d5d3ad_2e00_417f_8849_686f3988d929,0.4198
http://emmo.info/emmo#EMMO_bb49844b_45d7_4f0d_8cae_8e552cbc20d6,0.4197
http://emmo.info/emmo#EMMO_1aed91a3_d00c_48af_8f43_a0c958b2512a,0.4189
http://emmo.info/emmo#EMMO_acb50123_87a2_4753_b36c_f87114ad4de2,0.4189
http://emmo.info/emmo#EMMO_e5438930_04e7_4d42_ade5_3700d4a52ab7,0.4153
http://emmo.info/emmo#EMMO_6786b336_e982_4759_8dee_1905a4106591,0.4141
http://emmo.info/emmo#EMMO_e2207e91_02b0_4a8a_b13e_61d2a2a839f1,0.4132
http://emmo.info/emmo#EMMO_506f7823_52bc_40cb_be07_b3b1e10cce13,0.4127
http://emmo.info/emmo#EMMO_49804605_c0fe_4538_abda_f70ba1dc8a5d,0.4122
http://emmo.info/emmo#EMMO_2d2ecd97_067f_4d0e_950c_d746b7700a31,0.4115
http://emmo.info/emmo#EMMO_59c10c5c_47bd_4348_ba39_38836607dfa1,0.4100
http://emmo.info/emmo#EMMO_c4bace1d_4db0_4cd3_87e9_18122bae2840,0.4070
http://emmo.info/emmo#EMMO_463bcfda_867b_41d9_a967_211d4d437cfb,0.4060
http://emmo.info/emmo#EMMO_79a02de5_b884_4eab_bc18_f67997d597a2,0.4058
http://emmo.info/emmo#EMMO_e75f580e_52bf_4dd5_af70_df409cec08fd,0.4034
http://emmo.info/emmo#EMMO_36c79456_e29c_400d_8bd3_0eedddb82652,0.4034
http://emmo.info/emmo#EMMO_f2523820_04a6_44ab_bb67_8237dda2b0c2,0.4016
http://emmo.info/emmo#EMMO_fe015383_afb3_44a6_ae86_043628697aa2,0.4009
https://gpo.ontology.link/GPO_b03e856b_3316_422f_99f3_af4c96fd406a,0.4008
