LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
IAO_0000114	IAO_0000114	Entity	http://purl.obolibrary.org/obo/IAO_0000114			
ready for release	IAO_0000122	Entity	http://purl.obolibrary.org/obo/IAO_0000122			
metadata complete	IAO_0000120	Entity	http://purl.obolibrary.org/obo/IAO_0000120			
input of	inputOf	ObjectProperty	https://w3id.org/pmd/co/inputOf	is input of		
string	string	Entity	http://www.w3.org/2001/XMLSchema#string			
composes	composes	ObjectProperty	https://w3id.org/pmd/co/composes			
IAO_0000111	IAO_0000111	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000111			
Material Related	MaterialRelated	Class	https://w3id.org/pmd/co/MaterialRelated			
wasDerivedFrom	wasDerivedFrom	ObjectProperty	http://www.w3.org/ns/prov#wasDerivedFrom			
IAO_0000117	IAO_0000117	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000117			
characteristic	characteristic	ObjectProperty	https://w3id.org/pmd/co/characteristic	has characteristic		
Sollwert	SetPoint	Class	https://w3id.org/pmd/co/SetPoint			
Measurement	Measurement	Class	https://w3id.org/pmd/co/Measurement			
boolean	boolean	Entity	http://www.w3.org/2001/XMLSchema#boolean			
PlainLiteral	PlainLiteral	Entity	http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral			
requires discussion	IAO_0000428	Entity	http://purl.obolibrary.org/obo/IAO_0000428			
altLabel	altLabel	AnnotationProperty	http://www.w3.org/2004/02/skos/core#altLabel			
Material Property	MaterialProperty	Class	https://w3id.org/pmd/co/MaterialProperty			
participant	participant	ObjectProperty	https://w3id.org/pmd/co/participant	has participant		
example	example	AnnotationProperty	http://www.w3.org/2004/02/skos/core#example			
isDefinedBy	isDefinedBy	Entity	http://www.w3.org/2000/01/rdf-schema#isDefinedBy			
Value Object	ValueObject	Class	https://w3id.org/pmd/co/ValueObject			
pending final vetting	IAO_0000125	Entity	http://purl.obolibrary.org/obo/IAO_0000125			
Metadata	Metadata	Class	https://w3id.org/pmd/co/Metadata			
co	co	Entity	https://w3id.org/pmd/co			
isRuleEnabled	isRuleEnabled	AnnotationProperty	http://swrl.stanford.edu/ontologies/3.3/swrla.owl#isRuleEnabled			
metadata incomplete	IAO_0000123	Entity	http://purl.obolibrary.org/obo/IAO_0000123			
output of	outputOf	ObjectProperty	https://w3id.org/pmd/co/outputOf	is output of		
composed of	composedOf	ObjectProperty	https://w3id.org/pmd/co/composedOf			
label	label	Entity	http://www.w3.org/2000/01/rdf-schema#label			
Object	Object	Class	https://w3id.org/pmd/co/Object			
comment	comment	Entity	http://www.w3.org/2000/01/rdf-schema#comment			
to be replaced with external ontology term	IAO_0000423	Entity	http://purl.obolibrary.org/obo/IAO_0000423			
output	output	ObjectProperty	https://w3id.org/pmd/co/output	has output		
definition	definition	AnnotationProperty	http://www.w3.org/2004/02/skos/core#definition			
value	value	DatatypeProperty	https://w3id.org/pmd/co/value			
characteristic of	characteristicOf	ObjectProperty	https://w3id.org/pmd/co/characteristicOf	is characteristic of		
IAO_0000115	IAO_0000115	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000115			
Primary Data	PrimaryData	Class	https://w3id.org/pmd/co/PrimaryData			
uncurated	IAO_0000124	Entity	http://purl.obolibrary.org/obo/IAO_0000124			
participant of	participantOf	ObjectProperty	https://w3id.org/pmd/co/participantOf	is participant of		
Sekundärdaten	SecondaryData	Class	https://w3id.org/pmd/co/SecondaryData			
definitionSource	definitionSource	AnnotationProperty	https://w3id.org/pmd/co/definitionSource			
input	input	ObjectProperty	https://w3id.org/pmd/co/input	has input		
organizational term	IAO_0000121	Entity	http://purl.obolibrary.org/obo/IAO_0000121			
example to be eventually removed	IAO_0000002	Entity	http://purl.obolibrary.org/obo/IAO_0000002			
IAO_0000119	IAO_0000119	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000119			
