LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
hasHolisticSpatialPart	EMMO_5ceab41b_2aea_4041_9e9c_a243f7562cee	ObjectProperty	http://emmo.info/emmo#EMMO_5ceab41b_2aea_4041_9e9c_a243f7562cee			
EMMO_705f27ae_954c_4f13_98aa_18473fc52b25	EMMO_705f27ae_954c_4f13_98aa_18473fc52b25	AnnotationProperty	http://emmo.info/emmo#EMMO_705f27ae_954c_4f13_98aa_18473fc52b25			
hasSpatialPart	EMMO_dc57d998_23db_4d8e_b2cd_f346b195b846	ObjectProperty	http://emmo.info/emmo#EMMO_dc57d998_23db_4d8e_b2cd_f346b195b846			
hasOverlap	EMMO_d893d373_b579_4867_841e_1c2b31a8d2c6	ObjectProperty	http://emmo.info/emmo#EMMO_d893d373_b579_4867_841e_1c2b31a8d2c6			
string	string	Entity	http://www.w3.org/2001/XMLSchema#string			
hasProperPart	EMMO_9380ab64_0363_4804_b13f_3a8a94119a76	ObjectProperty	http://emmo.info/emmo#EMMO_9380ab64_0363_4804_b13f_3a8a94119a76			
hasHolisticPart	EMMO_8e52c42b_e879_4473_9fa1_4b23428b392b	ObjectProperty	http://emmo.info/emmo#EMMO_8e52c42b_e879_4473_9fa1_4b23428b392b			
hasHolisticRelation	EMMO_646cdc47_f955_4da3_9398_9aac0edf48a6	ObjectProperty	http://emmo.info/emmo#EMMO_646cdc47_f955_4da3_9398_9aac0edf48a6			
Quantum	EMMO_3f9ae00e_810c_4518_aec2_7200e424cf68	Class	http://emmo.info/emmo#EMMO_3f9ae00e_810c_4518_aec2_7200e424cf68			"A 'Quantum' is the most fundamental subclass of 'Item', since its individuals stand for the simplest possible world objects, and are considered self-connected by definition.

The quantum concept recalls the fact that there is lower epistemological limit to our knowledge of the universe, related to the uncertainity principle.

Space and time emerge following the network of causal connections between quantum objects. So quantum objects are adimensional objects, that precede space and time dimensions.

A quantum is the EMMO mereological atomistic entity. 

To avoid confusion with the concept of atom coming from physics, we will use the expression quantum mereology, instead of atomistic mereology."
EMMO_70fe84ff_99b6_4206_a9fc_9a8931836d84	EMMO_70fe84ff_99b6_4206_a9fc_9a8931836d84	AnnotationProperty	http://emmo.info/emmo#EMMO_70fe84ff_99b6_4206_a9fc_9a8931836d84			
hasOvercrossing	EMMO_9cb984ca_48ad_4864_b09e_50d3fff19420	ObjectProperty	http://emmo.info/emmo#EMMO_9cb984ca_48ad_4864_b09e_50d3fff19420			
Participant	EMMO_13191289_6c2b_4741_93e1_82d53bd0e703	Class	http://emmo.info/emmo#EMMO_13191289_6c2b_4741_93e1_82d53bd0e703			
Field	EMMO_70dac51e_bddd_48c2_8a98_7d8395e91fc2	Class	http://emmo.info/emmo#EMMO_70dac51e_bddd_48c2_8a98_7d8395e91fc2			
hasParticipant	EMMO_ae2d1a96_bfa1_409a_a7d2_03d69e8a125a	ObjectProperty	http://emmo.info/emmo#EMMO_ae2d1a96_bfa1_409a_a7d2_03d69e8a125a			"Participation is a parthood relation: you must be part of the process to contribute to it. A participant whose 4D extension is totally contained within the process.

Participation is not under direct parthood since a process is not strictly related to reductionism, but it's a way to categorize temporal regions by the interpreters."
