LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
ElementarySystem	ElementarySystem	Class	http://OntoCAPE/upper_level/system.owl#ElementarySystem			An ElementarySystem is a Subsystem that cannot further partitioned into Subsystems.
IntermediateProduct	IntermediateProduct	Class	http://OntoCAPE/chemical_process_system/CPS_function/process.owl#IntermediateProduct			An IntermediateProduct is a ChemicalProduct that is produced in a ProcessStep and is used in another ProcessStep in the whole processing system.
value	value	DatatypeProperty	http://OntoCAPE/upper_level/system.owl#value			The Value attribute holds the actual value of a QualitativeValue.
Process	Process	Class	http://OntoCAPE/chemical_process_system/CPS_function/process.owl#Process			An AggregatedProcessStep representing the entire function of the Process considered
ConstantProperty	ConstantProperty	Class	http://OntoCAPE/upper_level/system.owl#ConstantProperty			A ConstantProperty is a Property that has exactly one Value.
PressureChange	PressureChange	Class	http://OntoCAPE/chemical_process_system/CPS_function/process.owl#PressureChange			By means of a PressureChange a heat content of a particular fluid may be exchanged which may be used for heating or cooling purposes in terms of unit operations.
ExclusiveSubsystem	ExclusiveSubsystem	Class	http://OntoCAPE/upper_level/system.owl#ExclusiveSubsystem			An ExclusiveSubsystem is a direct subsystem of a CompositeSystem; it cannot be a direct subsystem of any other System.
hasProperty	hasProperty	ObjectProperty	http://OntoCAPE/upper_level/system.owl#hasProperty			The relation hasProperty indicates the Properties of a System.
Separation	Separation	Class	http://OntoCAPE/chemical_process_system/CPS_function/process.owl#Separation			Separation in terms of unit operation means to achieve single components of a mixture by means of physical of chemical phenomenon.
hasInput	hasInput	ObjectProperty	http://OntoCAPE/upper_level/network_system.owl#hasInput			The relation hasInput connects a Device to an incoming DirectedConnection.
isDirectlyRelatedTo	isDirectlyRelatedTo	ObjectProperty	http://OntoCAPE/upper_level/system.owl#isDirectlyRelatedTo			The relation isDirectlyRelatedTo subsumes all kinds of direct inter-system relations.
FeatureSpace	FeatureSpace	Class	http://meta_model/fundamental_concepts/fundamental_concepts.owl#FeatureSpace			
hasVapourRatio	hasVapourRatio	ObjectProperty	http://OntoCAPE/chemical_process_system/CPS_function/process.owl#hasVapourRatio			The relation hasVaporRatio indicates the liquid-vapor ratio of a particular mixture at a certain state within a vessel.
ProcessState	ProcessState	Class	http://OntoCAPE/chemical_process_system/CPS_function/process.owl#ProcessState			A ProcessState represents the collectivity of properties of a CertainMaterialAmount  which is produced in the associating process step.
Device	Device	Class	http://OntoCAPE/upper_level/network_system.owl#Device			Devices are the crucial elements of a NetworkSystem, holding the major functionality.
AspectSystem	AspectSystem	Class	http://OntoCAPE/upper_level/system.owl#AspectSystem			An AspectSystem is an ExclusiveSubsystem that contains those system components, relationships, and constraints that are of relevance to a particular Aspect.
PressureChangeOfLiquid	PressureChangeOfLiquid	Class	http://OntoCAPE/chemical_process_system/CPS_function/process.owl#PressureChangeOfLiquid			
identity_dimension	identity_dimension	Individual	http://OntoCAPE/supporting_concepts/physical_dimension/physical_dimension.owl#identity_dimension			
