Level	Rule Name	Subject	Property	Value
ERROR	missing_label	rdf:PlainLiteral	rdfs:label	
ERROR	missing_label	prov:definition	rdfs:label	
ERROR	missing_ontology_description	http://purl.org/net/p-plan#	dc:description	
ERROR	missing_ontology_license	http://purl.org/net/p-plan#	dc:license	
ERROR	missing_ontology_title	http://purl.org/net/p-plan#	dc:title	
WARN	missing_definition	http://purl.org/net/p-plan#Activity	IAO:0000115	
WARN	missing_definition	http://purl.org/net/p-plan#Plan	IAO:0000115	
WARN	missing_definition	http://purl.org/net/p-plan#Step	IAO:0000115	
WARN	missing_definition	http://purl.org/net/p-plan#correspondsToStep	IAO:0000115	
WARN	missing_definition	http://purl.org/net/p-plan#hasInputVar	IAO:0000115	
WARN	missing_definition	http://purl.org/net/p-plan#hasOutputVar	IAO:0000115	
WARN	missing_definition	http://purl.org/net/p-plan#isInputVarOf	IAO:0000115	
WARN	missing_definition	http://purl.org/net/p-plan#isOutputVarOf	IAO:0000115	
WARN	missing_definition	http://purl.org/net/p-plan#isPreceededBy	IAO:0000115	
WARN	missing_definition	http://purl.org/net/p-plan#isStepOfPlan	IAO:0000115	
WARN	missing_definition	rdf:PlainLiteral	IAO:0000115	
WARN	missing_definition	prov:definition	IAO:0000115	
INFO	missing_superclass	http://purl.org/net/p-plan#Activity	rdfs:subClassOf	
INFO	missing_superclass	http://purl.org/net/p-plan#Plan	rdfs:subClassOf	
INFO	missing_superclass	http://purl.org/net/p-plan#Step	rdfs:subClassOf	
