IRI,Similarity
https://w3id.org/pmd/co/MeasuringDevice,0.7577
https://w3id.org/pmd/co/DimensionMeasuringDevice,0.5960
https://w3id.org/pmd/co/TemperatureMeasuringDevice,0.5731
https://w3id.org/pmd/co/Caliper,0.5305
https://w3id.org/pmd/co/Measurement,0.5265
https://w3id.org/pmd/co/MeasuringProcess,0.5228
https://w3id.org/pmd/co/MicrometerGauge,0.5103
https://w3id.org/pmd/co/input,0.5078
https://w3id.org/pmd/co/previousProcess,0.5001
https://w3id.org/pmd/co/Extensometer,0.4963
https://w3id.org/pmd/co/executedBy,0.4686
https://w3id.org/pmd/co/process,0.4681
https://w3id.org/pmd/co/output,0.4671
https://w3id.org/pmd/co/CollectionInterfaceHint,0.4600
https://w3id.org/pmd/co/nextProcess,0.4477
https://w3id.org/pmd/co/executes,0.4464
https://w3id.org/pmd/co/DataScope,0.4463
http://w3id.org/DMI/DigitalMaterialIdentifier,0.4461
https://w3id.org/pmd/co/relatesTo,0.4413
https://w3id.org/pmd/co/DigitalMaterialIdentifier,0.4388
https://w3id.org/pmd/co/TemperatureChangeDevice,0.4353
https://w3id.org/pmd/co/resource,0.4346
https://w3id.org/pmd/co/DataAcquisitionRate,0.4338
https://w3id.org/pmd/co/definitionSource,0.4296
https://w3id.org/pmd/co/PrimaryData,0.4292
https://w3id.org/pmd/co/BaseMaterial,0.4264
https://w3id.org/pmd/co/Operator,0.4254
https://w3id.org/pmd/co/AnalysingProcess,0.4230
https://w3id.org/pmd/co/MaterialRelated,0.4202
https://w3id.org/pmd/co/ValueObject,0.4066
https://w3id.org/pmd/co/Micropscope,0.4053
https://w3id.org/pmd/co/NodeInfo,0.4008
