IRI,Similarity
http://purl.obolibrary.org/obo/RO_0002233,0.6914
http://purl.obolibrary.org/obo/RO_0002352,0.6844
http://purl.obolibrary.org/obo/RO_0002234,0.6510
http://www.w3.org/ns/ssn/hasProperty,0.6338
http://www.molmod.info/semantics/pims-ii.ttl#Property,0.6220
http://www.w3.org/ns/ssn/isPropertyOf,0.6038
http://w3id.org/nfdi4ing/metadata4ing#hasEmployedTool,0.5983
http://w3id.org/nfdi4ing/metadata4ing#inProject,0.5921
http://www.w3.org/ns/dcat#Dataset,0.5874
http://w3id.org/nfdi4ing/metadata4ing#projectParticipant,0.5853
http://purl.obolibrary.org/obo/BFO_0000015,0.5851
http://www.molmod.info/semantics/pims-ii.ttl#Value,0.5842
http://www.molmod.info/semantics/pims-ii.ttl#Assignment,0.5840
http://purl.obolibrary.org/obo/RO_0000057,0.5837
http://w3id.org/nfdi4ing/metadata4ing#NumericalAssignment,0.5824
http://purl.obolibrary.org/obo/RO_0000056,0.5793
http://w3id.org/nfdi4ing/metadata4ing#hasVariable,0.5780
http://purl.obolibrary.org/obo/RO_0002353,0.5707
https://schema.org/Intangible,0.5656
http://w3id.org/nfdi4ing/metadata4ing#identifier,0.5614
http://w3id.org/nfdi4ing/metadata4ing#hasParameter,0.5558
http://purl.org/dc/terms/title,0.5530
http://w3id.org/nfdi4ing/metadata4ing#Tool,0.5522
http://w3id.org/nfdi4ing/metadata4ing#UsageInstruction,0.5510
http://www.molmod.info/semantics/pims-ii.ttl#Variable,0.5482
http://www.w3.org/ns/prov#Association,0.5400
http://w3id.org/nfdi4ing/metadata4ing#realizesMethod,0.5358
http://w3id.org/nfdi4ing/metadata4ing#isEmployedToolIn,0.5357
http://w3id.org/nfdi4ing/metadata4ing#hasAssignedValue,0.5340
http://w3id.org/nfdi4ing/metadata4ing#projectReferenceID,0.5334
http://w3id.org/nfdi4ing/metadata4ing#hasSymbol,0.5292
http://w3id.org/nfdi4ing/metadata4ing#KindOfQuantity,0.5260
http://w3id.org/nfdi4ing/metadata4ing#DataCollector,0.5180
http://w3id.org/nfdi4ing/metadata4ing#implementedByTool,0.5154
http://www.w3.org/ns/prov#qualifiedAssociation,0.5046
http://w3id.org/nfdi4ing/metadata4ing#ContactPerson,0.5042
http://www.w3.org/ns/dcat#Distribution,0.5019
http://w3id.org/nfdi4ing/metadata4ing#hasRuntimeAssignment,0.5003
http://w3id.org/nfdi4ing/metadata4ing#hasAssignmentTimestamp,0.4996
http://www.molmod.info/semantics/pims-ii.ttl#isValueInAssignment,0.4952
http://w3id.org/nfdi4ing/metadata4ing#implementsMethod,0.4916
http://w3id.org/nfdi4ing/metadata4ing#hasAdmissibleUnit,0.4912
http://w3id.org/nfdi4ing/metadata4ing#Producer,0.4900
http://w3id.org/nfdi4ing/metadata4ing#hasAdmissibleValue,0.4899
http://w3id.org/nfdi4ing/metadata4ing#hasVariableDescription,0.4883
http://w3id.org/nfdi4ing/metadata4ing#hasKindOfQuantity,0.4880
https://ptb.de/si/hasDistribution,0.4867
