LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
temporally projects onto	BFO_0000153	ObjectProperty	http://purl.obolibrary.org/obo/BFO_0000153			
creator	creator	AnnotationProperty	http://purl.org/dc/terms/creator			
data producing process	NFDI_0010029	Class	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010029			A data handling process where raw data is generated through experiments, observations, or data collection tools, often as the initial step in the data lifecycle.
related work textual entity	IAO_0000640	Class	http://purl.obolibrary.org/obo/IAO_0000640			
cybersecurity	NFDI_0001067	Class	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001067			Cybersecurity is a sub-discipline of Computer Science that focuses on protecting computer systems, networks, and data from cyber threats, vulnerabilities, and unauthorized access.
example of usage	IAO_0000112	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000112			
service specification	NFDI_0000244	Class	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000244			A plan specification that defines the requirements, features, and parameters of a service, outlining its scope, performance, and delivery criteria.
creator role	NFDI_0001026	Class	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001026			A role inherent in an agent that originates, develops, or produces a work, product, or idea.
sparql endpoint	MWO_0001060	Class	http://purls.helmholtz-metadaten.de/mwo/MWO_0001060			A SPARQL Endpoint is a web application software that provides a queryable interface for accessing and retrieving structured data from RDF-based knowledge graphs using the SPARQL query language.
presentation document	MWO_0001093	Class	http://purls.helmholtz-metadaten.de/mwo/MWO_0001093			A Presentation Document is a document that consists of structured visual and textual content designed for conveying information to an audience, typically used in meetings, conferences, and educational settings.
Abril Azócar Guzmán	0000-0001-7564-7990	Entity	https://orcid.org/0000-0001-7564-7990			
Bravais Lattice Tetragonal Body-centered	PMD_0020014	Individual	https://w3id.org/pmd/co/PMD_0020014			
Prof.	NFDI_0001087	Individual	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001087			Professor (academic title for a senior faculty member).
has file format	NFDI_0000132	ObjectProperty	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000132			The property relates a resource to the format available for the export of a resource.
term editor	IAO_0000117	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000117			
