LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
InputOutputSpecification	InputOutputSpecification	Class	https://www.irit.fr/recherches/MELODI/ontologies/BBO#InputOutputSpecification			/
QualitativeParameter	QualitativeParameter	Class	https://www.irit.fr/recherches/MELODI/ontologies/BBO#QualitativeParameter			parameters that have only qualitative values
has_defaultElement	has_defaultElement	ObjectProperty	https://www.irit.fr/recherches/MELODI/ontologies/BBO#has_defaultElement			
UserTask	UserTask	Class	https://www.irit.fr/recherches/MELODI/ontologies/BBO#UserTask			A User Task is a typical “workflow” Task where a human performer performs the Task with the assistance of a software application and is scheduled through a task list manager of some sort.
Resource	Resource	Class	https://www.irit.fr/recherches/MELODI/ontologies/BBO#Resource			The Resource class is used to specify resources that can be referenced by Activities. These Resources can be Human Resources as well as any other resource assigned to Activities during Process execution time. The definition of a Resource is “abstract,” because it only defines the Resource, without detailing how e.g., actual user IDs are associated at runtime. Multiple Activities can utilize the same Resource.
body	body	DatatypeProperty	https://www.irit.fr/recherches/MELODI/ontologies/BBO#body			The body of the Expression.
isSequential	isSequential	DatatypeProperty	https://www.irit.fr/recherches/MELODI/ontologies/BBO#isSequential			This attribute is a flag that controls whether the Activity instances will execute sequentially or in parallel.
ComplexMultiInstanceLoopCharacteristics	ComplexMultiInstanceLoopCharacteristics	Class	https://www.irit.fr/recherches/MELODI/ontologies/BBO#ComplexMultiInstanceLoopCharacteristics			"Complex: the complexBehaviorDefinitions are consulted to determine if and which Events to throw.
Any thrown Events can be caught by boundary Events on the Multi-Instance Activity."
BusinessRuleTask	BusinessRuleTask	Class	https://www.irit.fr/recherches/MELODI/ontologies/BBO#BusinessRuleTask			A Business Rule Task provides a mechanism for the Process to provide input to a Business Rules Engine and to get the output of calculations that the Business Rules Engine might provide. The InputOutputSpecification of the Task (see page 211) will allow the Process to send data to and receive data from the Business Rules Engine.
ComplexBehaviorDefinition	ComplexBehaviorDefinition	Class	https://www.irit.fr/recherches/MELODI/ontologies/BBO#ComplexBehaviorDefinition			This element controls when and which Events are thrown in case behavior of the Multi-Instance Activity is set to complex.
