LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
EMMO_705f27ae_954c_4f13_98aa_18473fc52b25	EMMO_705f27ae_954c_4f13_98aa_18473fc52b25	AnnotationProperty	http://emmo.info/emmo#EMMO_705f27ae_954c_4f13_98aa_18473fc52b25			
EMMO_967080e5_2f42_4eb2_a3a9_c58143e835f9	EMMO_967080e5_2f42_4eb2_a3a9_c58143e835f9	AnnotationProperty	http://emmo.info/emmo#EMMO_967080e5_2f42_4eb2_a3a9_c58143e835f9			
hasHolisticSpatialPart	EMMO_5ceab41b_2aea_4041_9e9c_a243f7562cee	ObjectProperty	http://emmo.info/emmo#EMMO_5ceab41b_2aea_4041_9e9c_a243f7562cee			
hasSuccessor	GPO_d52245e5_8dca_4a0f_bed8_0c7665da4560	ObjectProperty	https://gpo.ontology.link/GPO_d52245e5_8dca_4a0f_bed8_0c7665da4560			
hasSpatialPart	EMMO_dc57d998_23db_4d8e_b2cd_f346b195b846	ObjectProperty	http://emmo.info/emmo#EMMO_dc57d998_23db_4d8e_b2cd_f346b195b846			
gpo.ontology.link	gpo.ontology.link	Entity	https://gpo.ontology.link			
EMMO_b432d2d5_25f4_4165_99c5_5935a7763c1a	EMMO_b432d2d5_25f4_4165_99c5_5935a7763c1a	AnnotationProperty	http://emmo.info/emmo#EMMO_b432d2d5_25f4_4165_99c5_5935a7763c1a			
Process	EMMO_43e9a05d_98af_41b4_92f6_00f79a09bfce	Class	http://emmo.info/emmo#EMMO_43e9a05d_98af_41b4_92f6_00f79a09bfce	Occurrent | Perdurant		"Following the common definition of process, the reader may think that every whole should be a process, since every 4D object always has a time dimension. However, in the EMMO we restrict the meaning of the word process to items whose evolution in time have a particular meaning for the ontologist (i.e. every 4D object unfolds in time, but not every 4D time unfolding may be of interest for the ontologist and categorized as a process).

For this reason, the definition of every specific process subclass requires the introduction of a primitive concept."
hasHolisticTemporalPart	EMMO_9ee42d6b_7242_4a8d_967e_79f8f1c7fe29	ObjectProperty	http://emmo.info/emmo#EMMO_9ee42d6b_7242_4a8d_967e_79f8f1c7fe29			
Universe	EMMO_08cb807c_e626_447b_863f_e2835540e918	Entity	http://emmo.info/emmo#EMMO_08cb807c_e626_447b_863f_e2835540e918			
hasMember	EMMO_6b7276a4_4b9d_440a_b577_0277539c0fc4	ObjectProperty	http://emmo.info/emmo#EMMO_6b7276a4_4b9d_440a_b577_0277539c0fc4			
Participant	EMMO_13191289_6c2b_4741_93e1_82d53bd0e703	Class	http://emmo.info/emmo#EMMO_13191289_6c2b_4741_93e1_82d53bd0e703			
hasInput	GPO_703ec528_ea40_486e_9924_b911782b1a75	ObjectProperty	https://gpo.ontology.link/GPO_703ec528_ea40_486e_9924_b911782b1a75			
hasProperPart	EMMO_9380ab64_0363_4804_b13f_3a8a94119a76	ObjectProperty	http://emmo.info/emmo#EMMO_9380ab64_0363_4804_b13f_3a8a94119a76			
hasOverlap	EMMO_d893d373_b579_4867_841e_1c2b31a8d2c6	ObjectProperty	http://emmo.info/emmo#EMMO_d893d373_b579_4867_841e_1c2b31a8d2c6			
seeAlso	seeAlso	Entity	http://www.w3.org/2000/01/rdf-schema#seeAlso			
EMMO_70fe84ff_99b6_4206_a9fc_9a8931836d84	EMMO_70fe84ff_99b6_4206_a9fc_9a8931836d84	AnnotationProperty	http://emmo.info/emmo#EMMO_70fe84ff_99b6_4206_a9fc_9a8931836d84			
prefLabel	prefLabel	AnnotationProperty	http://www.w3.org/2004/02/skos/core#prefLabel			
Object	EMMO_90ae56e4_d197_49b6_be1a_0049e4756606	Class	http://emmo.info/emmo#EMMO_90ae56e4_d197_49b6_be1a_0049e4756606	Continuant | Endurant		"A continuant (here called object) is usually defined as a whole whose all possible temporal parts are always satisfying a specific criterion (wich is the classical definition of continuants).

However that's not possible in general, since we will finally end to temporal parts whose temporal extension is so small that the connectivity relations that define the object will no longer hold. That's the case when the temporal interval is lower than the interval that characterize the causality interactions between the object parts.

In other terms, if the time span of a temporal part is lower than the inverse of the frequency of interactions between the constituents, then the constituents in such temporal part are not connected. The object is no more an object, neither an item, but simply a collection of fundamental parts.

To overcome this issue, we can identify an minimum holistic temporal part (a lower time interval value), below which a specific definition for an object type does not hold anymore, that is called a fundamental."
hasHolisticPart	EMMO_8e52c42b_e879_4473_9fa1_4b23428b392b	ObjectProperty	http://emmo.info/emmo#EMMO_8e52c42b_e879_4473_9fa1_4b23428b392b			
isCauseFor	EMMO_d67ee67e_4fac_4676_82c9_aec361dba698	ObjectProperty	http://emmo.info/emmo#EMMO_d67ee67e_4fac_4676_82c9_aec361dba698			
isEffectOf	EMMO_d7e3e4ef_953f_4f72_a728_db1fbe1a811f	ObjectProperty	http://emmo.info/emmo#EMMO_d7e3e4ef_953f_4f72_a728_db1fbe1a811f			
Persistence	EMMO_e04884d9_eda6_487e_93d5_7722d7eda96b	Class	http://emmo.info/emmo#EMMO_e04884d9_eda6_487e_93d5_7722d7eda96b			"The interest is on the 4D object as it extends in time (process) or as it persists in time (object):
- object (focus on spatial configuration)
- process (focus on temporal evolution)

The concepts of endurant and perdurant implicitly rely on the concept of instantaneous 3D snapshot of the world object, that in the EMMO is not allowed since everything extends in 4D and there are no abstract objects. Moreover, time is a measured property in the EMMO and not an objective characteristic of an object, and cannot be used as temporal index to identify endurant position in time. 

For this reason an individual in the EMMO can always be classified both endurant and perdurant, due to its nature of 4D entity (e.g. an individual may belong both to the class of runners and the class of running process), and the distinction is purely semantic.  In fact, the object/process distinction is simply a matter of convenience in a 4D approach since a temporal extension is always the case, and stationarity depends upon observer time scale. For this reason, the same individual (4D object) may play the role of a process or of an object class depending on the object to which it relates.

Nevertheless, it is useful to introduce categorizations that characterize persistency through continuant and occurrent concepts, even if not ontologically but only cognitively defined. This is also due to the fact that our language distinguish between nouns and verbs to address things, forcing the separation between things that happens and things that persist.

This perspective provides classes conceptually similar to the concepts of endurant and perdurant (a.k.a. continuant and occurrent). We claim that this distinction is motivated by our cognitive bias, and we do not commit to the fact that both these kinds of entity “do really exist”. For this reason, a whole instance can be both process and object, according to different cognitive approaches (see Wonderweb D17).

The distinction between endurant and perdurant as usually introduced in literature (see BFO SPAN/SNAP approach) is then no more ontological, but can still be expressed through the introduction of ad hoc primitive definitions that follow the interpreter endurantist or perdurantist attitude."
