LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
percentile	STATO_0000293	Class	http://purl.obolibrary.org/obo/STATO_0000293			
normalized data set	OBI_0000451	Class	http://purl.obolibrary.org/obo/OBI_0000451			
is model for	STATO_0000341	ObjectProperty	http://purl.obolibrary.org/obo/STATO_0000341			
digital file	STATO_0000002	Class	http://purl.obolibrary.org/obo/STATO_0000002			
model term	STATO_0000466	Class	http://purl.obolibrary.org/obo/STATO_0000466			
subject pairing	STATO_0000139	Class	http://purl.obolibrary.org/obo/STATO_0000139			
true positive rate	STATO_0000233	Class	http://purl.obolibrary.org/obo/STATO_0000233			
mixed effect model	STATO_0000189	Class	http://purl.obolibrary.org/obo/STATO_0000189			
family wise error rate correction method	OBI_0200073	Class	http://purl.obolibrary.org/obo/OBI_0200073			
polar coordinate system	STATO_0000016	Class	http://purl.obolibrary.org/obo/STATO_0000016			
population mean	STATO_0000402	Class	http://purl.obolibrary.org/obo/STATO_0000402			
independent continuant	BFO_0000004	Class	http://purl.obolibrary.org/obo/BFO_0000004			
function	BFO_0000034	Class	http://purl.obolibrary.org/obo/BFO_0000034			
model fitting	STATO_0000218	Class	http://purl.obolibrary.org/obo/STATO_0000218			
spatial spherical geometric anisotropic covariance structure	STATO_0000350	Class	http://purl.obolibrary.org/obo/STATO_0000350			
analyte measurement objective	OBI_0000437	Class	http://purl.obolibrary.org/obo/OBI_0000437			
binomial logistic regression for analysis of dichotomous dependent variable	STATO_0000149	Class	http://purl.obolibrary.org/obo/STATO_0000149			
standard deviation	STATO_0000237	Class	http://purl.obolibrary.org/obo/STATO_0000237			
light emission device	OBI_0001032	Class	http://purl.obolibrary.org/obo/OBI_0001032			
statistical model selection	STATO_0000328	Class	http://purl.obolibrary.org/obo/STATO_0000328			
material maintenance objective	OBI_0000806	Class	http://purl.obolibrary.org/obo/OBI_0000806			
hyper graeco latin square design	OBI_0500013	Class	http://purl.obolibrary.org/obo/OBI_0500013			
partial least square weight	STATO_0000477	Class	http://purl.obolibrary.org/obo/STATO_0000477			
relative difference	STATO_0000615	Class	http://purl.obolibrary.org/obo/STATO_0000615			
beta distribution	STATO_0000177	Class	http://purl.obolibrary.org/obo/STATO_0000177			
sequencing assay	OBI_0600047	Class	http://purl.obolibrary.org/obo/OBI_0600047			
solid support function	OBI_0000399	Class	http://purl.obolibrary.org/obo/OBI_0000399			
drawing a conclusion based on data	OBI_0000338	Class	http://purl.obolibrary.org/obo/OBI_0000338			
density	STATO_0000675	Class	http://purl.obolibrary.org/obo/STATO_0000675			
length unit	UO_0000001	Class	http://purl.obolibrary.org/obo/UO_0000001			
event rate	STATO_0000672	Class	http://purl.obolibrary.org/obo/STATO_0000672			
Bernoulli distribution	STATO_0000262	Class	http://purl.obolibrary.org/obo/STATO_0000262			
standard error of the difference between independent proportions	STATO_0000649	Class	http://purl.obolibrary.org/obo/STATO_0000649			
