LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
metadata incomplete	IAO_0000123	Entity	http://purl.obolibrary.org/obo/IAO_0000123			
participant of	participantOf	ObjectProperty	https://w3id.org/pmd/co/participantOf	is participant of		
output of	outputOf	ObjectProperty	https://w3id.org/pmd/co/outputOf	is output of		
metadata complete	IAO_0000120	Entity	http://purl.obolibrary.org/obo/IAO_0000120			
executes	executes	ObjectProperty	https://w3id.org/pmd/co/executes			
executed by	executedBy	ObjectProperty	https://w3id.org/pmd/co/executedBy			
IAO_0000111	IAO_0000111	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000111			
o2	o2	Entity	https://w3id.org/pmd/co/o2			
next process	nextProcess	ObjectProperty	https://w3id.org/pmd/co/nextProcess	has next process		
isRuleEnabled	isRuleEnabled	AnnotationProperty	http://swrl.stanford.edu/ontologies/3.3/swrla.owl#isRuleEnabled			
characteristic of	characteristicOf	ObjectProperty	https://w3id.org/pmd/co/characteristicOf	is characteristic of		
boolean	boolean	Entity	http://www.w3.org/2001/XMLSchema#boolean			
organizational term	IAO_0000121	Entity	http://purl.obolibrary.org/obo/IAO_0000121			
example to be eventually removed	IAO_0000002	Entity	http://purl.obolibrary.org/obo/IAO_0000002			
IAO_0000115	IAO_0000115	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000115			
p1	p1	Entity	https://w3id.org/pmd/co/p1			
IAO_0000114	IAO_0000114	Entity	http://purl.obolibrary.org/obo/IAO_0000114			
to be replaced with external ontology term	IAO_0000423	Entity	http://purl.obolibrary.org/obo/IAO_0000423			
example	example	Entity	http://www.w3.org/2004/02/skos/core#example			
output	output	ObjectProperty	https://w3id.org/pmd/co/output	has output		
input	input	ObjectProperty	https://w3id.org/pmd/co/input	has input		
participant	participant	ObjectProperty	https://w3id.org/pmd/co/participant	has participant		
definition	definition	AnnotationProperty	http://www.w3.org/2004/02/skos/core#definition			
comment	comment	Entity	http://www.w3.org/2000/01/rdf-schema#comment			
wasDerivedFrom	wasDerivedFrom	ObjectProperty	http://www.w3.org/ns/prov#wasDerivedFrom			
isDefinedBy	isDefinedBy	Entity	http://www.w3.org/2000/01/rdf-schema#isDefinedBy			
component	component	ObjectProperty	https://w3id.org/pmd/co/component	has component		
Prozess	Process	Class	https://w3id.org/pmd/co/Process			
superordinate process	superordinateProcess	ObjectProperty	https://w3id.org/pmd/co/superordinateProcess	has superordinate process		
IAO_0000119	IAO_0000119	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000119			
co	co	Entity	https://w3id.org/pmd/co			
o1	o1	Entity	https://w3id.org/pmd/co/o1			
ready for release	IAO_0000122	Entity	http://purl.obolibrary.org/obo/IAO_0000122			
characteristic	characteristic	ObjectProperty	https://w3id.org/pmd/co/characteristic	has characteristic		
string	string	Entity	http://www.w3.org/2001/XMLSchema#string			
definitionSource	definitionSource	Entity	https://w3id.org/pmd/co/definitionSource			
altLabel	altLabel	AnnotationProperty	http://www.w3.org/2004/02/skos/core#altLabel			
value	value	DatatypeProperty	https://w3id.org/pmd/co/value			
label	label	Entity	http://www.w3.org/2000/01/rdf-schema#label			
pending final vetting	IAO_0000125	Entity	http://purl.obolibrary.org/obo/IAO_0000125			
Prozessknoten	ProcessingNode	Class	https://w3id.org/pmd/co/ProcessingNode			
requires discussion	IAO_0000428	Entity	http://purl.obolibrary.org/obo/IAO_0000428			
IAO_0000117	IAO_0000117	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000117			
PlainLiteral	PlainLiteral	Entity	http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral			
subordinate process	subordinateProcess	ObjectProperty	https://w3id.org/pmd/co/subordinateProcess	has subordinate process		
uncurated	IAO_0000124	Entity	http://purl.obolibrary.org/obo/IAO_0000124			
previous process	previousProcess	ObjectProperty	https://w3id.org/pmd/co/previousProcess	has previous process		
input of	inputOf	ObjectProperty	https://w3id.org/pmd/co/inputOf	is input of		
