IRI,Similarity
http://purl.obolibrary.org/obo/BFO_0000015,0.9139
http://purl.obolibrary.org/obo/OBI_0000011,0.9065
http://purl.obolibrary.org/obo/IAO_0000572,0.8718
http://purl.obolibrary.org/obo/STATO_0000382,0.8698
http://purl.obolibrary.org/obo/IAO_0000310,0.8686
http://purl.obolibrary.org/obo/STATO_0000391,0.8614
http://purl.obolibrary.org/obo/OBI_0000401,0.8591
http://purl.obolibrary.org/obo/STATO_0000289,0.8587
http://purl.obolibrary.org/obo/BFO_0000062,0.8572
http://purl.obolibrary.org/obo/OBI_0000272,0.8560
http://purl.obolibrary.org/obo/IAO_0000309,0.8554
http://purl.obolibrary.org/obo/OBI_0000245,0.8552
http://purl.obolibrary.org/obo/OBI_0000047,0.8552
http://purl.obolibrary.org/obo/OBI_0200111,0.8547
http://purl.obolibrary.org/obo/RO_0000085,0.8546
http://purl.obolibrary.org/obo/STATO_0000002,0.8540
http://purl.obolibrary.org/obo/OBI_0200000,0.8535
http://purl.obolibrary.org/obo/OBI_0000312,0.8521
http://purl.obolibrary.org/obo/OBI_0000299,0.8517
http://purl.obolibrary.org/obo/OBI_1000029,0.8514
