LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
Elektrisch	Electrical	Class	https://w3id.org/pmd/co/Electrical			
Identifier	Identifier	Class	https://w3id.org/pmd/co/Identifier			
Datensatz	Dataset	Class	https://w3id.org/pmd/co/Dataset			
DataCite Identifier	Identifier	Class	http://purl.org/spar/datacite/Identifier			
title	title	AnnotationProperty	http://purl.org/dc/terms/title			
hasFunction	hasFunction	ObjectProperty	https://w3id.org/pmd/co/hasFunction			
Masse Anteil	MassFraction	Class	https://w3id.org/pmd/co/MassFraction			
Prozessdauer	ProcessDuration	Class	https://w3id.org/pmd/co/ProcessDuration			
input of	inputOf	ObjectProperty	https://w3id.org/pmd/co/inputOf	is input of		
hasSelector	hasSelector	ObjectProperty	http://www.w3.org/ns/oa#hasSelector			
Form	Shape	Class	https://w3id.org/pmd/co/Shape			
created	created	AnnotationProperty	http://purl.org/dc/terms/created			
Datenerfassungsrate	DataAcquisitionRate	Class	https://w3id.org/pmd/co/DataAcquisitionRate			
Assembling Process	AssemblingProcess	Class	https://w3id.org/pmd/co/AssemblingProcess			
metadata complete	IAO_0000120	Individual	http://purl.obolibrary.org/obo/IAO_0000120			
definition source	IAO_0000119	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000119			
Manufacturing Node	ManufacturingNode	Class	https://w3id.org/pmd/co/ManufacturingNode			
relates to	relatesTo	ObjectProperty	https://w3id.org/pmd/co/relatesTo			
Knotenmodell	NodeModel	Class	https://w3id.org/pmd/co/NodeModel			
license	license	AnnotationProperty	http://purl.org/dc/elements/1.1/license			
Dimension Measuring Device	DimensionMeasuringDevice	Class	https://w3id.org/pmd/co/DimensionMeasuringDevice			
Van der Waals Bindung	VanderwaalsBond	Class	https://w3id.org/pmd/co/VanderwaalsBond			
fragment path	fragmentPath	DatatypeProperty	https://w3id.org/pmd/co/fragmentPath			
Sequence Number	SequenceNumber	Class	https://w3id.org/pmd/co/SequenceNumber			
Basisanteil	BaseFraction	Class	https://w3id.org/pmd/co/BaseFraction			
Engineered Material	EngineeredMaterial	Class	https://w3id.org/pmd/co/EngineeredMaterial			
A role indication that an organization is a sub section of another organization.	DepartmentRole	Class	https://w3id.org/pmd/co/DepartmentRole			
Metadaten	Metadata	Class	https://w3id.org/pmd/co/Metadata			
Regression	Regression	Class	https://w3id.org/pmd/co/Regression			
Chemische Zusammensetzung	ChemicalComposition	Class	https://w3id.org/pmd/co/ChemicalComposition			
characteristic	characteristic	ObjectProperty	https://w3id.org/pmd/co/characteristic	has characteristic		
Aging Interval	AgingInterval	Class	https://w3id.org/pmd/co/AgingInterval			
Filter	Filter	Class	https://w3id.org/pmd/co/Filter			
Region of Interest	RegionOfInterest	Class	https://w3id.org/pmd/co/RegionOfInterest			
o3	o3	Entity	https://w3id.org/pmd/co/o3			
Radius	Radius	Class	https://w3id.org/pmd/co/Radius			
Kristalline Struktur	CrystallineStructure	Class	https://w3id.org/pmd/co/CrystallineStructure			
Material Property	MaterialProperty	Class	https://w3id.org/pmd/co/MaterialProperty			
Thomas Hanke	0000-0003-1649-6832	Entity	https://orcid.org/0000-0003-1649-6832			
Electron Microscope	ElectronMicroscope	Class	https://w3id.org/pmd/co/ElectronMicroscope			
Bernd Bayerlein	0000-0002-3717-7104	Entity	https://orcid.org/0000-0002-3717-7104			
KiloN	KiloN	Individual	http://qudt.org/vocab/unit/KiloN			
organizational term	IAO_0000121	Individual	http://purl.obolibrary.org/obo/IAO_0000121			
resource	resource	ObjectProperty	https://w3id.org/pmd/co/resource	has resource		
Voxel	Voxel	Class	https://w3id.org/pmd/co/Voxel			
wasInformedBy	wasInformedBy	ObjectProperty	http://www.w3.org/ns/prov#wasInformedBy			
Rechteckig	Rectangular	Class	https://w3id.org/pmd/co/Rectangular			
Address	Address	Class	https://w3id.org/pmd/co/Address			
Verlängerung (der Extensometer-Messlänge)	Extension	Class	https://w3id.org/pmd/co/Extension			
Rohling	Blank	Class	https://w3id.org/pmd/co/Blank			
definitionSource	definitionSource	AnnotationProperty	https://w3id.org/pmd/co/definitionSource			
Test Piece	TestPiece	Class	https://w3id.org/pmd/co/TestPiece			
wasUsedBy	wasUsedBy	ObjectProperty	http://www.w3.org/ns/prov#wasUsedBy			
isRuleEnabled	isRuleEnabled	AnnotationProperty	http://swrl.stanford.edu/ontologies/3.3/swrla.owl#isRuleEnabled			
participant	participant	ObjectProperty	https://w3id.org/pmd/co/participant	has participant		
Bild	Image	Class	https://w3id.org/pmd/co/Image			
Electron Microscopy	ElectronMicroscopy	Class	https://w3id.org/pmd/co/ElectronMicroscopy			
Transformativer Analyseprozess	TransformativeAnalysisProcess	Class	https://w3id.org/pmd/co/TransformativeAnalysisProcess			
Process	Process	Class	https://w3id.org/pmd/co/Process			
Fraction	Fraction	Class	https://w3id.org/pmd/co/Fraction			
Komponente	Component	Class	https://w3id.org/pmd/co/Component			
example	example	AnnotationProperty	http://www.w3.org/2004/02/skos/core#example			
Radiological	Radiological	Class	https://w3id.org/pmd/co/Radiological			
Note	Note	Class	https://w3id.org/pmd/co/Note			
Load cell capacity	LoadCellCapacity	Class	https://w3id.org/pmd/co/LoadCellCapacity			
Amorphous Structure	AmorphousStructure	Class	https://w3id.org/pmd/co/AmorphousStructure			
p2	p2	Entity	https://w3id.org/pmd/co/p2			
executes	executes	ObjectProperty	https://w3id.org/pmd/co/executes			
Herstellungsprozess	ManufacturingProcess	Class	https://w3id.org/pmd/co/ManufacturingProcess			
Magnetic	Magnetic	Class	https://w3id.org/pmd/co/Magnetic			
Thermal Insulation	ThermalInsulation	Class	https://w3id.org/pmd/co/ThermalInsulation			
Thermisch	Thermal	Class	https://w3id.org/pmd/co/Thermal			
Materialstruktur	MaterialStructure	Class	https://w3id.org/pmd/co/MaterialStructure			
Kraftmessdose	LoadCell	Class	https://w3id.org/pmd/co/LoadCell			
Duration	Duration	Class	https://w3id.org/pmd/co/Duration			
constraints	constraints	AnnotationProperty	http://www.w3.org/ns/prov#constraints			
Abstand	Distance	Class	https://w3id.org/pmd/co/Distance			
Medium	Medium	Class	https://w3id.org/pmd/co/Medium			
v1	v1	Entity	https://w3id.org/pmd/co/v1			
Roughness	Roughness	Class	https://w3id.org/pmd/co/Roughness			
Covalent Bond	CovalentBond	Class	https://w3id.org/pmd/co/CovalentBond			
Umfang	Perimeter	Class	https://w3id.org/pmd/co/Perimeter			
Algorithm	Algorithm	Class	https://w3id.org/pmd/co/Algorithm			
editor note	IAO_0000116	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000116			
is resource of	isResourceOf	ObjectProperty	https://w3id.org/pmd/co/isResourceOf			
Cross Section Area	CrossSectionArea	Class	https://w3id.org/pmd/co/CrossSectionArea			
Organization	Organization	Class	http://www.w3.org/ns/prov#Organization			
Modulus Of Elasticity	ModulusOfElasticity	Class	https://w3id.org/pmd/co/ModulusOfElasticity	E-Modul		
value	value	DatatypeProperty	https://w3id.org/pmd/co/value			
used	used	ObjectProperty	http://www.w3.org/ns/prov#used			
Qualifizierende Knotenannotation	QualifyingNodeAnnotation	Class	https://w3id.org/pmd/co/QualifyingNodeAnnotation			
Manufacturer Role	ManufacturerRole	Class	https://w3id.org/pmd/co/ManufacturerRole			
Project	Project	Class	https://w3id.org/pmd/co/Project			
Chemical Object	ChemicalObject	Class	https://w3id.org/pmd/co/ChemicalObject			
Laboratory Role	LaboratoryRole	Class	https://w3id.org/pmd/co/LaboratoryRole			
Description	Description	Class	https://w3id.org/pmd/co/Description			
isPartOf	isPartOf	ObjectProperty	http://purl.org/dc/terms/isPartOf			
Messgerät	MeasuringDevice	Class	https://w3id.org/pmd/co/MeasuringDevice			
Steifigkeit	Stiffness	Class	https://w3id.org/pmd/co/Stiffness			
to be replaced with external ontology term	IAO_0000423	Individual	http://purl.obolibrary.org/obo/IAO_0000423			
belongsToProject	belongsToProject	ObjectProperty	https://w3id.org/pmd/co/belongsToProject			
characteristic of	characteristicOf	ObjectProperty	https://w3id.org/pmd/co/characteristicOf	is characteristic of		
Mikroskopie	MicroscopyProcess	Class	https://w3id.org/pmd/co/MicroscopyProcess			
Test Piece Info	TestPieceInfo	Class	https://w3id.org/pmd/co/TestPieceInfo			
editorialNote	editorialNote	AnnotationProperty	http://www.w3.org/ns/prov#editorialNote			
DataCite Metadata	DataCiteMetadata	Class	https://w3id.org/pmd/co/DataCiteMetadata			
Furnace	Furnace	Class	https://w3id.org/pmd/co/Furnace			
Entity	Entity	Class	http://www.w3.org/ns/prov#Entity			
has curation status	IAO_0000114	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000114			
hasSource	hasSource	ObjectProperty	http://www.w3.org/ns/oa#hasSource			
executed by	executedBy	ObjectProperty	https://w3id.org/pmd/co/executedBy			
Halbachsendurchmesser	MajorAxisDiameter	Class	https://w3id.org/pmd/co/MajorAxisDiameter			
Micrometer Gauge	MicrometerGauge	Class	https://w3id.org/pmd/co/MicrometerGauge			
Metallic Bond	MetallicBond	Class	https://w3id.org/pmd/co/MetallicBond			
metadata incomplete	IAO_0000123	Individual	http://purl.obolibrary.org/obo/IAO_0000123			
Digital Entity	DigitalEntity	Class	https://w3id.org/pmd/co/DigitalEntity			
Alterungstemperatur	AgingTemperature	Class	https://w3id.org/pmd/co/AgingTemperature			
Unit	Unit	Class	http://qudt.org/schema/qudt/Unit			
Heat Capacity	HeatCapacity	Class	https://w3id.org/pmd/co/HeatCapacity			
Pixeleinheit	PixelUnit	Individual	https://w3id.org/pmd/co/PixelUnit			
license	license	AnnotationProperty	http://purl.org/dc/terms/license			
co	co	Entity	https://w3id.org/pmd/co			The PMD Core Ontology (PMDco) is a comprehensive framework for representing knowledge that encompasses fundamental concepts from the domains of materials science and engineering (MSE). The PMDco has been designed as a mid-level ontology to establish a connection between specific MSE application ontologies and the domain neutral concepts found in established top-level ontologies. The primary goal of the PMDco is to promote interoperability between diverse domains. PMDco's class structure is both understandable and extensible, making it an efficient tool for organizing MSE knowledge. It serves as a semantic intermediate layer that unifies MSE knowledge representations, enabling data and metadata to be systematically integrated on key terms within the MSE domain. With PMDco, it is possible to seamlessly trace data generation. The design of PMDco is based on the W3C Provenance Ontology (PROV-O), which provides a standard framework for capturing the generation, derivation, and attribution of resources. By building on this foundation, PMDco facilitates the integration of data from various sources and the creation of complex workflows. In summary, PMDco is a valuable tool for researchers and practitioners in the MSE domains. It provides a common language for representing and sharing knowledge, allowing for efficient collaboration and promoting interoperability between diverse domains. Its design allows for the systematic integration of data and metadata, enabling seamless traceability of data generation. Overall, PMDco is a crucial step towards a unified and comprehensive understanding of the MSE domain. PMDco at GitHub: https://github.com/materialdigital/core-ontology
symbol	symbol	AnnotationProperty	https://w3id.org/pmd/co/symbol			
Not Detected	NotDetected	Class	https://w3id.org/pmd/co/NotDetected			
Acoustical	Acoustical	Class	https://w3id.org/pmd/co/Acoustical			
composes	composes	ObjectProperty	https://w3id.org/pmd/co/composes			
Temperaturänderungswerkzeug	TemperatureChangeDevice	Class	https://w3id.org/pmd/co/TemperatureChangeDevice			
Kriechspannung	CreepStress	Class	https://w3id.org/pmd/co/CreepStress			
Clamping Pressure	ClampingPressure	Class	https://w3id.org/pmd/co/ClampingPressure			
Document	Document	Class	https://w3id.org/pmd/co/Document			
Percentage Extension	PercentageExtension	Class	https://w3id.org/pmd/co/PercentageExtension	(engineering) strain | technische Dehnung		
Probe	Sample	Class	https://w3id.org/pmd/co/Sample			
Collection Interface Hint	CollectionInterfaceHint	Class	https://w3id.org/pmd/co/CollectionInterfaceHint			
Ofencharakteristik	FurnaceCharacteristic	Class	https://w3id.org/pmd/co/FurnaceCharacteristic			
Projektidentifikator	ProjectIdentifier	Class	https://w3id.org/pmd/co/ProjectIdentifier			
v2	v2	Entity	https://w3id.org/pmd/co/v2			
Operator	Operator	Class	https://w3id.org/pmd/co/Operator			
Manufacturer	Manufacturer	Class	https://w3id.org/pmd/co/Manufacturer			
Digital Material Identifier	DigitalMaterialIdentifier	Class	http://w3id.org/DMI/DigitalMaterialIdentifier			
p1	p1	Entity	https://w3id.org/pmd/co/p1			
curation status specification	IAO_0000078	Class	http://purl.obolibrary.org/obo/IAO_0000078			
Cross Section Determination	CrossSectionDetermination	Class	https://w3id.org/pmd/co/CrossSectionDetermination			
InitiatorRole	InitiatorRole	Class	https://w3id.org/pmd/co/InitiatorRole			
component	component	ObjectProperty	https://w3id.org/pmd/co/component	has component		
Test Piece Name	TestPieceName	Class	https://w3id.org/pmd/co/TestPieceName			
Materialbezeichnung	MaterialDesignation	Class	https://w3id.org/pmd/co/MaterialDesignation			
Diameter	Diameter	Class	https://w3id.org/pmd/co/Diameter			
example to be eventually removed	IAO_0000002	Individual	http://purl.obolibrary.org/obo/IAO_0000002			
Thermoelement	Thermocouple	Class	https://w3id.org/pmd/co/Thermocouple			
Jörg Waitelonis	0000-0001-7192-7143	Entity	https://orcid.org/0000-0001-7192-7143			
Specimen Name	SpecimenName	Class	https://w3id.org/pmd/co/SpecimenName			
l2	l2	Entity	https://w3id.org/pmd/co/l2			
Semikristalline Struktur	SemiCrystallineStructure	Class	https://w3id.org/pmd/co/SemiCrystallineStructure			
ready for release	IAO_0000122	Individual	http://purl.obolibrary.org/obo/IAO_0000122			
Geometry Changing Process	GeometryChangingProcess	Class	https://w3id.org/pmd/co/GeometryChangingProcess			
Weighted X coordinate	WeightedXCoordinate	Class	https://w3id.org/pmd/co/WeightedXCoordinate			
from value	fromValue	DatatypeProperty	https://w3id.org/pmd/co/fromValue			
prefLabel	prefLabel	AnnotationProperty	http://www.w3.org/2004/02/skos/core#prefLabel			
max value	maxValue	DatatypeProperty	https://w3id.org/pmd/co/maxValue			
Pixel	Pixel	Class	https://w3id.org/pmd/co/Pixel			
Genauigkeit	Precision	Class	https://w3id.org/pmd/co/Precision			
2D Pixel Coordinates	2DPixelCoordinates	Class	https://w3id.org/pmd/co/2DPixelCoordinates			
Prozessbeschreibung	ProcessDescription	Class	https://w3id.org/pmd/co/ProcessDescription			
Mechanical	Mechanical	Class	https://w3id.org/pmd/co/Mechanical			
Computing Node	ComputingNode	Class	https://w3id.org/pmd/co/ComputingNode			
Initiator	Initiator	Class	https://w3id.org/pmd/co/Initiator			
definition	IAO_0000115	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000115			
Fläche	Area	Class	https://w3id.org/pmd/co/Area			
o1	o1	Entity	https://w3id.org/pmd/co/o1			
Person	Person	Class	http://www.w3.org/ns/prov#Person			
superordinate process	superordinateProcess	ObjectProperty	https://w3id.org/pmd/co/superordinateProcess	has superordinate process		
Feret diameter	FeretDiameter	Class	https://w3id.org/pmd/co/FeretDiameter			
state	state	ObjectProperty	https://w3id.org/pmd/co/state			
Knoteninformation	NodeInfo	Class	https://w3id.org/pmd/co/NodeInfo			
Aging Process	AgingProcess	Class	https://w3id.org/pmd/co/AgingProcess			
Base Material	BaseMaterial	Class	https://w3id.org/pmd/co/BaseMaterial			
Caliper	Caliper	Class	https://w3id.org/pmd/co/Caliper			
Akkreditierungsdokument	AccreditationDocument	Class	https://w3id.org/pmd/co/AccreditationDocument			
relates to element	relatesToElement	ObjectProperty	https://w3id.org/pmd/co/relatesToElement			
Working Range	WorkingRange	Class	https://w3id.org/pmd/co/WorkingRange			
Material Quality	MaterialQuality	Class	https://w3id.org/pmd/co/MaterialQuality			
Weighted Y coordinate	WeightedYCoordinate	Class	https://w3id.org/pmd/co/WeightedYCoordinate			
Messprozess	MeasuringProcess	Class	https://w3id.org/pmd/co/MeasuringProcess			
to value	toValue	DatatypeProperty	https://w3id.org/pmd/co/toValue			
Methode	Method	Class	https://w3id.org/pmd/co/Method			
Simulationsknoten	SimulationNode	Class	https://w3id.org/pmd/co/SimulationNode			
previous process	previousProcess	ObjectProperty	https://w3id.org/pmd/co/previousProcess	has previous process		
Activity	Activity	Class	http://www.w3.org/ns/prov#Activity			
Testing Machine	TestingMachine	Class	https://w3id.org/pmd/co/TestingMachine			
