LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
denotator type	IAO_0000409	Class	http://purl.obolibrary.org/obo/IAO_0000409			
conference poster	MWO_0001089	Class	http://purls.helmholtz-metadaten.de/mwo/MWO_0001089			A Conference Poster is a visual presentation of research findings, displayed at an academic or professional conference to facilitate discussion and knowledge exchange.
has subject area	NFDI_0000211	ObjectProperty	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000211			The property establishes a connection between a resource, an agent, or a project, and the academic discipline, subject area, or domain within which they operate.
conference abstract	MWO_0001090	Class	http://purls.helmholtz-metadaten.de/mwo/MWO_0001090			A Conference Abstract is a brief summary of research findings or scholarly work submitted for presentation at an academic or professional conference, often serving as a precursor to a full paper or presentation.
has input	PMD_0000015	ObjectProperty	https://w3id.org/pmd/co/PMD_0000015			
implementing process	MWO_0001051	Class	http://purls.helmholtz-metadaten.de/mwo/MWO_0001051			A process that applies, integrates, or refines an entity, encompassing development, co-development, and adaptation, with participant involvement to achieve a functional outcome.
Microstructure	PMD_0000857	Class	https://w3id.org/pmd/co/PMD_0000857			
hasRelatedSynonym	hasRelatedSynonym	AnnotationProperty	http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym			
PD. Dr.	NFDI_0001084	Individual	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001084			Privatdozent (Dr. with habilitation, qualified to teach at a university)
media type of	NFDI_0000147	ObjectProperty	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000147			"inverse of  property ""has media type"""
represented collection of	NFDI_0000196	ObjectProperty	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000196			"inverse of  property ""represented collection"""
finished status	NFDI_0001074	Individual	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001074			Finished Status is a status specification that indicates an entity, process, or project has successfully reached its intended goal and is considered complete.
computational materials science	MWO_0001041	Class	http://purls.helmholtz-metadaten.de/mwo/MWO_0001041			Computational Materials Science is a sub-discipline of Materials Science that applies computational methods and simulations to study and predict material properties and behaviors.
immaterial entity	BFO_0000141	Class	http://purl.obolibrary.org/obo/BFO_0000141			
the matwerk project	MWO_0001019	Individual	http://purls.helmholtz-metadaten.de/mwo/MWO_0001019			
sparql endpoint of	NFDI_0000202	ObjectProperty	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000202			"inverse of  property ""has sparql endpoint"""
spatiotemporal region	BFO_0000011	Class	http://purl.obolibrary.org/obo/BFO_0000011			
ontology term requester	IAO_0000234	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000234			The 'term requester' can credit the person, organization or project who request the ontology term.
funding specification	NFDI_0001051	Class	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001051			A funding specification is a directive information entity that provides structured guidelines, policies, and requirements for securing, managing, and allocating financial resources for various activities, projects, or organizations.
site	BFO_0000029	Class	http://purl.obolibrary.org/obo/BFO_0000029			
has output	NFDI_0000153	ObjectProperty	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000153			p has output x =Def x is produced or generated as a result of executing p.
funding organization of	NFDI_0000138	ObjectProperty	https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000138			"inverse of property ""has funding organization"""
materials surface science	MWO_0001047	Class	http://purls.helmholtz-metadaten.de/mwo/MWO_0001047			Materials Surface Science is a sub-discipline of Material Science that explores the properties, chemistry, and interactions at material surfaces and interfaces.
Test Piece Role	PMD_0000975	Class	https://w3id.org/pmd/co/PMD_0000975			
networking	MWO_0001005	Class	http://purls.helmholtz-metadaten.de/mwo/MWO_0001005			Networking is a collaboration process that involves building and maintaining professional, academic, or organizational relationships to exchange knowledge, expertise, or resources.
definition source	IAO_0000119	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000119			
