IRI,Similarity
http://purl.obolibrary.org/obo/RO_0002352,0.6401
http://purl.obolibrary.org/obo/RO_0002233,0.6165
http://purl.obolibrary.org/obo/RO_0002234,0.5497
http://www.w3.org/ns/ssn/hasProperty,0.5427
http://www.molmod.info/semantics/pims-ii.ttl#Assignment,0.5421
http://purl.obolibrary.org/obo/RO_0002353,0.5279
http://w3id.org/nfdi4ing/metadata4ing#isEmployedToolIn,0.5229
http://www.w3.org/ns/ssn/isPropertyOf,0.5122
http://w3id.org/nfdi4ing/metadata4ing#hasEmployedTool,0.5092
http://purl.obolibrary.org/obo/BFO_0000015,0.5076
http://www.w3.org/ns/dcat#Dataset,0.5008
http://w3id.org/nfdi4ing/metadata4ing#NumericalAssignment,0.4852
http://w3id.org/nfdi4ing/metadata4ing#hasAssignedValue,0.4719
http://w3id.org/nfdi4ing/metadata4ing#KindOfQuantity,0.4672
http://www.molmod.info/semantics/pims-ii.ttl#Property,0.4611
http://w3id.org/nfdi4ing/metadata4ing#hasKindOfQuantity,0.4546
http://www.molmod.info/semantics/pims-ii.ttl#isValueInAssignment,0.4507
http://w3id.org/nfdi4ing/metadata4ing#identifier,0.4428
http://w3id.org/nfdi4ing/metadata4ing#UsageInstruction,0.4329
http://www.molmod.info/semantics/pims-ii.ttl#Value,0.4297
http://www.molmod.info/semantics/pims-ii.ttl#isVariableInAssignment,0.4256
http://w3id.org/nfdi4ing/metadata4ing#Producer,0.4227
http://www.w3.org/ns/prov#agent,0.4188
http://w3id.org/nfdi4ing/metadata4ing#hasVariable,0.4145
http://w3id.org/nfdi4ing/metadata4ing#Tool,0.4104
http://w3id.org/nfdi4ing/metadata4ing#projectReferenceID,0.4095
http://www.w3.org/ns/prov#Association,0.4034
