IRI,Similarity
http://www.w3.org/ns/prov#Role,0.6881
http://www.w3.org/ns/prov#hadRole,0.5747
http://w3id.org/nfdi4ing/metadata4ing#inProject,0.5642
http://w3id.org/nfdi4ing/metadata4ing#projectParticipant,0.5583
https://schema.org/Project,0.5256
http://purl.obolibrary.org/obo/BFO_0000015,0.5117
http://w3id.org/nfdi4ing/metadata4ing#Supervisor,0.5040
http://w3id.org/nfdi4ing/metadata4ing#ProjectManager,0.5011
http://w3id.org/nfdi4ing/metadata4ing#UsageInstruction,0.4959
http://w3id.org/nfdi4ing/metadata4ing#isEmployedToolIn,0.4868
http://purl.obolibrary.org/obo/RO_0002352,0.4846
http://w3id.org/nfdi4ing/metadata4ing#ProjectLeader,0.4844
http://www.w3.org/ns/prov#qualifiedAssociation,0.4765
http://purl.obolibrary.org/obo/RO_0002233,0.4716
http://w3id.org/nfdi4ing/metadata4ing#hasEmployedTool,0.4654
https://schema.org/Intangible,0.4462
http://w3id.org/nfdi4ing/metadata4ing#projectReferenceID,0.4420
http://w3id.org/nfdi4ing/metadata4ing#realizesMethod,0.4370
http://w3id.org/nfdi4ing/metadata4ing#ResearchGroup,0.4319
http://www.w3.org/ns/prov#agent,0.4173
http://purl.obolibrary.org/obo/RO_0002234,0.4161
http://w3id.org/nfdi4ing/metadata4ing#RelatedPerson,0.4139
http://purl.obolibrary.org/obo/RO_0002353,0.4038
