LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
hasInterpretant	EMMO_7fb7fe7e_bdf9_4eeb_adad_e384dd5285c6	ObjectProperty	http://emmo.info/emmo#EMMO_7fb7fe7e_bdf9_4eeb_adad_e384dd5285c6			
NiobiumAtom	EMMO_ad2056af-0fa7-56cf-a881-80e3a7dfd266	Class	http://emmo.info/emmo/domain/periodic-table#EMMO_ad2056af-0fa7-56cf-a881-80e3a7dfd266			
Assignment	EMMO_b024eba3_6802_42ec_aef3_481a21670a3b	Class	http://emmo.info/emmo#EMMO_b024eba3_6802_42ec_aef3_481a21670a3b			
SizeSorting	GPO_a414dc9c_54bf_4263_9748_5ccbf52f262b	Class	https://gpo.ontology.link/GPO_a414dc9c_54bf_4263_9748_5ccbf52f262b			
hasTemporalItemPart	5022e4cb_125f_429d_8556_c3e635c561f2	ObjectProperty	http://emmo.info/emmo#5022e4cb_125f_429d_8556_c3e635c561f2			
CopperSymbol	EMMO_bd93ef72-3d4f-5f17-b613-01f440296995	Class	http://emmo.info/emmo/domain/periodic-table#EMMO_bd93ef72-3d4f-5f17-b613-01f440296995			
Sorting	GPO_4690b12c_ad7a_4272_b9fd_aa6732ec91d4	Class	https://gpo.ontology.link/GPO_4690b12c_ad7a_4272_b9fd_aa6732ec91d4			
hasSign	EMMO_60577dea_9019_4537_ac41_80b0fb563d41	ObjectProperty	http://emmo.info/emmo#EMMO_60577dea_9019_4537_ac41_80b0fb563d41			
ElectronVolt	EMMO_e29f84db_4c1c_46ae_aa38_c4d47536b972	Class	http://emmo.info/emmo#EMMO_e29f84db_4c1c_46ae_aa38_c4d47536b972			
ProcessEnvironment	GPO_e32ea22e_6cc5_48e7_a168_faad8e657ff5	Class	https://gpo.ontology.link/GPO_e32ea22e_6cc5_48e7_a168_faad8e657ff5			e.g. vacuum, Argon atmosphere
Olfactory	EMMO_e1021593_06da_4237_8a02_29d8f6fef76d	Class	http://emmo.info/emmo#EMMO_e1021593_06da_4237_8a02_29d8f6fef76d			
MeasuredUncertainty	EMMO_847724b7_acef_490e_9f0d_67da967f2812	Class	http://emmo.info/emmo#EMMO_847724b7_acef_490e_9f0d_67da967f2812			In general, for a given set of information, it is understood that the measurement uncertainty is associated with a stated quantity value. A modification of this value results in a modification of the associated uncertainty.
MassFractionUnit	EMMO_18448443_dcf1_49b8_a321_cf46e2c393e1	Class	http://emmo.info/emmo#EMMO_18448443_dcf1_49b8_a321_cf46e2c393e1			
ZincAtom	EMMO_f4fee945-1d4a-5158-b0ca-eaef9ad40502	Class	http://emmo.info/emmo/domain/periodic-table#EMMO_f4fee945-1d4a-5158-b0ca-eaef9ad40502			
UnitSymbol	EMMO_216f448e_cdbc_4aeb_a529_7a5fe7fc38bb	Class	http://emmo.info/emmo#EMMO_216f448e_cdbc_4aeb_a529_7a5fe7fc38bb			
HyperfineTransitionFrequencyOfCs	EMMO_f96feb3f_4438_4e43_aa44_7458c4d87fc2	Class	http://emmo.info/emmo#EMMO_f96feb3f_4438_4e43_aa44_7458c4d87fc2			
Smelting	GPO_318b082b_658a_457c_88c2_b23d780febeb	Class	https://gpo.ontology.link/GPO_318b082b_658a_457c_88c2_b23d780febeb			
FermiumSymbol	EMMO_9c5b1294-ac9e-554f-a135-a3d72a763d9c	Class	http://emmo.info/emmo/domain/periodic-table#EMMO_9c5b1294-ac9e-554f-a135-a3d72a763d9c			
CalciumAtom	EMMO_2b6dcba2-8e5f-50fb-8242-26fa609379a8	Class	http://emmo.info/emmo/domain/periodic-table#EMMO_2b6dcba2-8e5f-50fb-8242-26fa609379a8			
hasDeduced	EMMO_a0a2ded8_54e8_408d_a6b0_7fd1b4d7d16d	ObjectProperty	http://emmo.info/emmo#EMMO_a0a2ded8_54e8_408d_a6b0_7fd1b4d7d16d			
MeasuringInstrument	EMMO_f2d5d3ad_2e00_417f_8849_686f3988d929	Class	http://emmo.info/emmo#EMMO_f2d5d3ad_2e00_417f_8849_686f3988d929			A measuring instrument that can be used alone is a measuring system.
Field	EMMO_70dac51e_bddd_48c2_8a98_7d8395e91fc2	Class	http://emmo.info/emmo#EMMO_70dac51e_bddd_48c2_8a98_7d8395e91fc2			
MagneticFluxDensityDimension	EMMO_ec903946_ddc9_464a_903c_7373e0d1eeb5	Class	http://emmo.info/emmo#EMMO_ec903946_ddc9_464a_903c_7373e0d1eeb5			
EnergyPerAmountDimension	EMMO_0972cb08_48bd_4524_ac03_8a2e7f30f02f	Class	http://emmo.info/emmo#EMMO_0972cb08_48bd_4524_ac03_8a2e7f30f02f			
ProtonMass	EMMO_8d689295_7d84_421b_bc01_d5cceb2c2086	Class	http://emmo.info/emmo#EMMO_8d689295_7d84_421b_bc01_d5cceb2c2086			The rest mass of a proton.
MolecularFormula	EMMO_4208f937_8bad_47cf_af46_4ada75e63adb	Class	http://emmo.info/emmo#EMMO_4208f937_8bad_47cf_af46_4ada75e63adb			
OneManifold	EMMO_0c576e13_4ee7_4f3d_bfe9_1614243df018	Class	http://emmo.info/emmo#EMMO_0c576e13_4ee7_4f3d_bfe9_1614243df018	1-manifold		
Perspective	EMMO_49267eba_5548_4163_8f36_518d65b583f9	Class	http://emmo.info/emmo#EMMO_49267eba_5548_4163_8f36_518d65b583f9			"This class is the practical implementation of the EMMO pluralistic approach for which the only objective categorization is provided by the Universe individual and all the Quantum individuals.

Between these two extremes, there are several subjective ways to categorize real world objects, each one provide under a 'Perspective' subclass."
hasHolisticRelation	EMMO_646cdc47_f955_4da3_9398_9aac0edf48a6	ObjectProperty	http://emmo.info/emmo#EMMO_646cdc47_f955_4da3_9398_9aac0edf48a6			
UnspentMaterial	GPO_c85ad770_62d1_4fc8_9245_767cfa817252	Class	https://gpo.ontology.link/GPO_c85ad770_62d1_4fc8_9245_767cfa817252			
DarmastadtiumSymbol	EMMO_71d48627-4696-54c2-a990-4fdd9f353aef	Class	http://emmo.info/emmo/domain/periodic-table#EMMO_71d48627-4696-54c2-a990-4fdd9f353aef			
Product	EMMO_82fc8506_1f84_4add_9683_abea077bd1e3	Class	http://emmo.info/emmo#EMMO_82fc8506_1f84_4add_9683_abea077bd1e3	Output		"This concepts encompass the overall lifetime of a product.

Is temporaly fundamental, meaning that it can have other products as holistic spatial parts, but its holistic temporal parts are not products. In other words, the individual must encompass the whole lifetime from creation to disposal.

A product can be a tangible object (e.g. a manufactured object), a process (e.g. service). It can be the outcome of a natural or an artificially driven process.

It must have and initial stage of its life that is also an outcome of a intentional process."
SIUnit	EMMO_feb03a8a_bbb6_4918_a891_46713ef557f4	Class	http://emmo.info/emmo#EMMO_feb03a8a_bbb6_4918_a891_46713ef557f4			The complete set of SI units includes both the coherent set and the multiples and sub-multiples formed by using the SI prefixes.
SpatialRole	EMMO_fcae603e_aa6e_4940_9fa1_9f0909cabf3b	Class	http://emmo.info/emmo#EMMO_fcae603e_aa6e_4940_9fa1_9f0909cabf3b	HolisticSpatialPart		
ElectricDipoleMomentDimension	EMMO_cab2be5c_4e71_4c15_8412_adb2a7f0831a	Class	http://emmo.info/emmo#EMMO_cab2be5c_4e71_4c15_8412_adb2a7f0831a			
Theory	EMMO_8d2d9374_ef3a_47e6_8595_6bc208e07519	Class	http://emmo.info/emmo#EMMO_8d2d9374_ef3a_47e6_8595_6bc208e07519			"The 'theory' is e.g. a proposition, a book or a paper whose sub-symbols suggest in the mind of the interpreter an interpretant structure that can represent a 'physical'.

It is not an 'icon' (like a math equation), because it has no common resemblance or logical structure with the 'physical'.

In Peirce semiotics: legisign-symbol-argument"
CASRN	EMMO_d2a47cd8_662f_438f_855a_b4378eb992ff	Class	http://emmo.info/emmo#EMMO_d2a47cd8_662f_438f_855a_b4378eb992ff			
Electron	EMMO_8043d3c6_a4c1_4089_ba34_9744e28e5b3d	Class	http://emmo.info/emmo#EMMO_8043d3c6_a4c1_4089_ba34_9744e28e5b3d			
ChemicalCompositionQuantity	EMMO_a293f923_954c_4af5_9f97_9600ebd362cb	Class	http://emmo.info/emmo#EMMO_a293f923_954c_4af5_9f97_9600ebd362cb			
Manufacturing	EMMO_a4d66059_5dd3_4b90_b4cb_10960559441b	Class	http://emmo.info/emmo#EMMO_a4d66059_5dd3_4b90_b4cb_10960559441b			
Point	EMMO_39362460_2a97_4367_8f93_0418c2ac9a08	Class	http://emmo.info/emmo#EMMO_39362460_2a97_4367_8f93_0418c2ac9a08			
