LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
wasRoleIn	wasRoleIn	ObjectProperty	http://www.w3.org/ns/prov#wasRoleIn			
part of	BFO_0000050	ObjectProperty	http://purl.obolibrary.org/obo/BFO_0000050			
had role	hadRole	ObjectProperty	http://www.w3.org/ns/prov#hadRole			
label	label	Entity	http://www.w3.org/2000/01/rdf-schema#label			
string	string	Entity	http://www.w3.org/2001/XMLSchema#string			
Akteur	Agent	Class	http://xmlns.com/foaf/0.1/Agent			An agent (eg. person, group, software or physical artifact).
Association	Association	Class	http://www.w3.org/ns/prov#Association			An instance of prov:Association provides additional descriptions about the binary prov:wasAssociatedWith relation from an prov:Activity to some prov:Agent that had some responsiblity for it. For example, :baking prov:wasAssociatedWith :baker; prov:qualifiedssociation [ a prov:Association; prov:agent :baker; :foo :bar ].
comment	comment	Entity	http://www.w3.org/2000/01/rdf-schema#comment			
ist beteiligt an	RO_0000056	ObjectProperty	http://purl.obolibrary.org/obo/RO_0000056			
definition	definition	AnnotationProperty	http://www.w3.org/2004/02/skos/core#definition			
		Entity	http://w3id.org/nfdi4ing/metadata4ing#			
hat Teilnehmer	RO_0000057	ObjectProperty	http://purl.obolibrary.org/obo/RO_0000057			
näher beschriebene Verbindung	qualifiedAssociation	ObjectProperty	http://www.w3.org/ns/prov#qualifiedAssociation			
Organisation	Organization	Class	http://xmlns.com/foaf/0.1/Organization			An organization.
hat Teil	BFO_0000051	ObjectProperty	http://purl.obolibrary.org/obo/BFO_0000051			
Person	Person	Class	http://xmlns.com/foaf/0.1/Person			A person.
PlainLiteral	PlainLiteral	Entity	http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral			
project participant	projectParticipant	ObjectProperty	http://w3id.org/nfdi4ing/metadata4ing#projectParticipant			
Role	Role	Class	http://www.w3.org/ns/prov#Role			
example	example	AnnotationProperty	http://www.w3.org/2004/02/skos/core#example			
isDefinedBy	isDefinedBy	Entity	http://www.w3.org/2000/01/rdf-schema#isDefinedBy			
prefLabel	prefLabel	AnnotationProperty	http://www.w3.org/2004/02/skos/core#prefLabel			
gehört zu Projekt	inProject	ObjectProperty	http://w3id.org/nfdi4ing/metadata4ing#inProject			
editorialNote	editorialNote	AnnotationProperty	http://www.w3.org/2004/02/skos/core#editorialNote			
note	note	AnnotationProperty	http://www.w3.org/2004/02/skos/core#note			
