IRI,Similarity
http://purl.obolibrary.org/obo/STATO_0000034,0.5334
http://purl.obolibrary.org/obo/OBI_0001404,0.4730
http://purl.obolibrary.org/obo/OBI_0000094,0.4640
http://purl.obolibrary.org/obo/OBI_0000456,0.4597
http://purl.obolibrary.org/obo/STATO_0000258,0.4571
http://purl.obolibrary.org/obo/OBI_0000312,0.4521
http://purl.obolibrary.org/obo/STATO_0000119,0.4519
http://purl.obolibrary.org/obo/OBI_0000299,0.4510
http://purl.obolibrary.org/obo/IAO_0000030,0.4481
http://purl.obolibrary.org/obo/OBI_0000401,0.4434
http://purl.obolibrary.org/obo/STATO_0000144,0.4350
http://purl.obolibrary.org/obo/OBI_0000293,0.4260
http://purl.obolibrary.org/obo/OBI_0000295,0.4256
http://purl.obolibrary.org/obo/BFO_0000015,0.4190
http://purl.obolibrary.org/obo/OBI_0000047,0.4167
http://purl.obolibrary.org/obo/BFO_0000001,0.4161
http://purl.obolibrary.org/obo/BFO_0000017,0.4139
http://purl.obolibrary.org/obo/STATO_0000097,0.4096
http://purl.obolibrary.org/obo/STATO_0000107,0.4061
