Level	Rule Name	Subject	Property	Value
ERROR	missing_label	http://emmo.info/emmo#EMMO_08cb807c_e626_447b_863f_e2835540e918	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_0e1f2009_bf12_49d1_99f3_1422e5287d82	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_13191289_6c2b_4741_93e1_82d53bd0e703	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_1440d010_e4c5_4597_8858_1d58cb1fb28f	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_17e27c22_37e1_468c_9dd7_95e137f73e7f	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_2eb10b5b_900b_44d7_af85_4de9a3729474	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_3f2e4ac2_8ef3_4a14_b826_60d37f15f8ee	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_43e9a05d_98af_41b4_92f6_00f79a09bfce	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_49804605_c0fe_4538_abda_f70ba1dc8a5d	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_499e24a5_5072_4c83_8625_fe3f96ae4a8d	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_555d0261_da5e_4301_b7f9_46f604a32e91	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_5ceab41b_2aea_4041_9e9c_a243f7562cee	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_646cdc47_f955_4da3_9398_9aac0edf48a6	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_6703954e_34c4_4a15_a9e7_f313760ae1a8	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_6786b336_e982_4759_8dee_1905a4106591	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_6b7276a4_4b9d_440a_b577_0277539c0fc4	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_705f27ae_954c_4f13_98aa_18473fc52b25	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_70fe84ff_99b6_4206_a9fc_9a8931836d84	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_7afbed84_7593_4a23_bd88_9d9c6b04e8f6	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_8e52c42b_e879_4473_9fa1_4b23428b392b	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_90ae56e4_d197_49b6_be1a_0049e4756606	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_9380ab64_0363_4804_b13f_3a8a94119a76	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_967080e5_2f42_4eb2_a3a9_c58143e835f9	rdfs:label	
ERROR	missing_label	http://emmo.info/emmo#EMMO_9a084aa3_3d5a_4a62_9fc0_fd88937a19c5	rdfs:label	
