Level	Rule Name	Subject	Property	Value
ERROR	missing_label	http://purl.org/list/vocab#accompanying	rdfs:label	
ERROR	missing_label	http://purl.org/wild/vocab#Activity	rdfs:label	
ERROR	missing_label	http://purl.org/wild/vocab#AtomicActivity	rdfs:label	
ERROR	missing_label	http://purl.org/wild/vocab#CompositeActivity	rdfs:label	
ERROR	missing_label	http://purl.org/wild/vocab#ConditionalActivity	rdfs:label	
ERROR	missing_label	http://purl.org/wild/vocab#ParallelActivity	rdfs:label	
ERROR	missing_label	http://purl.org/wild/vocab#SequentialActivity	rdfs:label	
ERROR	missing_label	http://purl.org/wild/vocab#WorkflowModel	rdfs:label	
ERROR	missing_label	http://purl.org/wild/vocab#activityInstanceOf	rdfs:label	
ERROR	missing_label	http://purl.org/wild/vocab#containsActivity	rdfs:label	
ERROR	missing_label	http://purl.org/wild/vocab#hasAtomicActivity	rdfs:label	
ERROR	missing_label	http://purl.org/wild/vocab#hasChildActivity	rdfs:label	
ERROR	missing_label	http://purl.org/wild/vocab#hasDescendantActivity	rdfs:label	
ERROR	missing_ontology_description	http://purl.org/wild/vocab	dc:description	
ERROR	missing_ontology_license	http://purl.org/wild/vocab	dc:license	
ERROR	missing_ontology_title	http://purl.org/wild/vocab	dc:title	
WARN	missing_definition	http://purl.org/list/vocab#accompanying	IAO:0000115	
WARN	missing_definition	http://purl.org/wild/vocab#Activity	IAO:0000115	
WARN	missing_definition	http://purl.org/wild/vocab#AtomicActivity	IAO:0000115	
WARN	missing_definition	http://purl.org/wild/vocab#CompositeActivity	IAO:0000115	
WARN	missing_definition	http://purl.org/wild/vocab#ConditionalActivity	IAO:0000115	
WARN	missing_definition	http://purl.org/wild/vocab#ParallelActivity	IAO:0000115	
WARN	missing_definition	http://purl.org/wild/vocab#SequentialActivity	IAO:0000115	
WARN	missing_definition	http://purl.org/wild/vocab#WorkflowModel	IAO:0000115	
WARN	missing_definition	http://purl.org/wild/vocab#activityInstanceOf	IAO:0000115	
WARN	missing_definition	http://purl.org/wild/vocab#containsActivity	IAO:0000115	
WARN	missing_definition	http://purl.org/wild/vocab#hasAtomicActivity	IAO:0000115	
WARN	missing_definition	http://purl.org/wild/vocab#hasChildActivity	IAO:0000115	
WARN	missing_definition	http://purl.org/wild/vocab#hasDescendantActivity	IAO:0000115	
INFO	missing_superclass	http://purl.org/wild/vocab#Activity	rdfs:subClassOf	
INFO	missing_superclass	http://purl.org/wild/vocab#WorkflowModel	rdfs:subClassOf	
