LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
precedes	BFO_0000063	ObjectProperty	http://purl.obolibrary.org/obo/BFO_0000063			
Activity	Activity	Class	http://www.w3.org/ns/prov#Activity			
prefLabel	prefLabel	AnnotationProperty	http://www.w3.org/2004/02/skos/core#prefLabel			
has part	BFO_0000051	ObjectProperty	http://purl.obolibrary.org/obo/BFO_0000051			
starts with	RO_0002224	ObjectProperty	http://purl.obolibrary.org/obo/RO_0002224	started by		
realizable entity	BFO_0000017	Class	http://purl.obolibrary.org/obo/BFO_0000017			
Arbeitsschritt	ProcessingStep	Class	http://w3id.org/nfdi4ing/metadata4ing#ProcessingStep			
endet mit	RO_0002230	ObjectProperty	http://purl.obolibrary.org/obo/RO_0002230	finished by		
definition	definition	AnnotationProperty	http://www.w3.org/2004/02/skos/core#definition			
altLabel	altLabel	AnnotationProperty	http://www.w3.org/2004/02/skos/core#altLabel			
Prozess	BFO_0000015	Class	http://purl.obolibrary.org/obo/BFO_0000015			
closeMatch	closeMatch	AnnotationProperty	http://www.w3.org/2004/02/skos/core#closeMatch			
Teil von	BFO_0000050	ObjectProperty	http://purl.obolibrary.org/obo/BFO_0000050			
string	string	Entity	http://www.w3.org/2001/XMLSchema#string			
		Entity	http://w3id.org/nfdi4ing/metadata4ing#			
seeAlso	seeAlso	Entity	http://www.w3.org/2000/01/rdf-schema#seeAlso			
editorialNote	editorialNote	AnnotationProperty	http://www.w3.org/2004/02/skos/core#editorialNote			
PlainLiteral	PlainLiteral	Entity	http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral			
